2025-06-16 18:11:36 | INFO     | logging_config.py:93   | initialize() | ============================================================
2025-06-16 18:11:47 | INFO     | fed_analysis_agent.py:106  | analyze_fed_data() | Started Fed analysis execution tracking with ID: f8bcb04c-9277-4e03-9035-94f985b06c68
2025-06-16 18:11:47 | DEBUG    | fed_analysis_agent.py:117  | analyze_fed_data() | Searching for similar past analyses
2025-06-16 18:11:47 | DEBUG    | fed_analysis_agent.py:287  | _find_similar_past_analyses() | Searching for similar analyses with target content: FOMC interest rates monetary policy
2025-06-16 18:11:47 | DEBUG    | fed_analysis_agent.py:294  | _find_similar_past_analyses() | Query embedding created successfully
2025-06-16 18:11:47 | DEBUG    | fed_analysis_agent.py:302  | _find_similar_past_analyses() | Found 3 similar content items
2025-06-16 18:11:47 | INFO     | fed_analysis_agent.py:121  | analyze_fed_data() | Found 3 similar past analyses
2025-06-16 18:11:47 | INFO     | fed_analysis_agent.py:155  | analyze_fed_data() | Executing Fed analysis agent
2025-06-16 18:11:47 | INFO     | llm_callback.py:65   | on_llm_start() | LLM call started: gpt-4o-mini
2025-06-16 18:11:48 | INFO     | _client.py:1025 | _send_single_request() | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-16 18:11:48 | INFO     | database.py:60   | save_llm_usage() | Saved LLM usage with ID: 0a181376-b60f-4543-b1fc-8f6cd37c84cd
2025-06-16 18:11:48 | INFO     | llm_callback.py:96   | on_llm_end() | LLM call completed: gpt-4o-mini - 0 tokens, $0.0000
2025-06-16 18:11:49 | INFO     | database.py:129  | save_scraped_data() | Saved scraped data with ID: 3ba0a00d-ffc6-4b59-9c02-b7b853284839
2025-06-16 18:11:49 | INFO     | embeddings.py:40   | create_embeddings() | Created 2 embeddings for text of length 1820
2025-06-16 18:11:49 | INFO     | database.py:144  | save_embeddings() | Saved 2 embeddings for scraped data 3ba0a00d-ffc6-4b59-9c02-b7b853284839
2025-06-16 18:11:49 | INFO     | fed_scraper.py:98   | _run() | Fed scraper: saved data with ID 3ba0a00d-ffc6-4b59-9c02-b7b853284839, created 2 embeddings
2025-06-16 18:11:49 | INFO     | llm_callback.py:65   | on_llm_start() | LLM call started: gpt-4o-mini
2025-06-16 18:11:49 | INFO     | _client.py:1025 | _send_single_request() | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-16 18:11:55 | INFO     | database.py:60   | save_llm_usage() | Saved LLM usage with ID: ffc79c7d-0d6d-4cb5-a340-5c9eeeeaec18
2025-06-16 18:11:55 | INFO     | llm_callback.py:96   | on_llm_end() | LLM call completed: gpt-4o-mini - 0 tokens, $0.0000
2025-06-16 18:11:55 | INFO     | fed_analysis_agent.py:160  | analyze_fed_data() | Fed analysis agent execution completed successfully
2025-06-16 18:11:55 | DEBUG    | fed_analysis_agent.py:226  | _parse_fed_analysis() | Parsing Fed analysis output
2025-06-16 18:11:55 | DEBUG    | fed_analysis_agent.py:260  | _parse_fed_analysis() | Parsed analysis: risk_off, hawkish
2025-06-16 18:11:55 | DEBUG    | fed_analysis_agent.py:166  | analyze_fed_data() | Retrieving LLM usage statistics
2025-06-16 18:11:55 | DEBUG    | fed_analysis_agent.py:271  | _should_create_screener() | Evaluating screening need decision
2025-06-16 18:11:55 | INFO     | fed_analysis_agent.py:281  | _should_create_screener() | Screening decision: True (pass-through logic)
2025-06-16 18:11:55 | DEBUG    | fed_analysis_agent.py:174  | analyze_fed_data() | Completing Fed analysis execution tracking
2025-06-16 18:11:55 | INFO     | database.py:173  | complete_agent_execution() | Completed agent execution f8bcb04c-9277-4e03-9035-94f985b06c68
2025-06-16 18:11:55 | INFO     | fed_analysis_agent.py:181  | analyze_fed_data() | Fed analysis completed successfully. Screening needed: True
2025-06-16 18:11:55 | INFO     | fed_analysis_agent.py:182  | analyze_fed_data() | LLM cost: $0.0000
2025-06-16 18:11:55 | INFO     | main.py:56   | run_fed_analysis_workflow() | ✅ Fed analysis completed successfully
2025-06-16 18:11:55 | INFO     | main.py:57   | run_fed_analysis_workflow() | Execution ID: f8bcb04c-9277-4e03-9035-94f985b06c68
2025-06-16 18:11:55 | INFO     | main.py:58   | run_fed_analysis_workflow() | Analysis result: {'market_environment': 'risk_off', 'policy_stance': 'hawkish', 'risk_sentiment': 'high_risk', 'sector_implications': {}, 'key_factors': [], 'raw_analysis': "### Federal Reserve Economic Data Analysis\n\n#### 1. Overall Market Environment Classification\nBased on the recent communications from the Federal Reserve, the current market environment can be classified as **Neutral**. The Fed's stance appears to be data-dependent, indicating a balanced approach to monetary policy without strong signals leaning towards either hawkish or dovish extremes.\n\n#### 2. Key Economic Factors Identified\n- **Interest Rate Direction and Policy Stance**: The Fed has maintained a cautious approach, suggesting that any future rate adjustments will be contingent on incoming economic data. This indicates a **neutral policy stance** with no immediate plans for aggressive rate hikes or cuts.\n  \n- **Inflation Trends**: Inflation remains a concern, but the Fed's language does not indicate panic. Instead, it reflects a commitment to monitoring inflationary pressures while balancing growth objectives.\n\n- **Employment and Growth Outlook**: The Fed's communications suggest a focus on sustaining employment levels and supporting economic growth, which aligns with a **dovish** inclination but without explicit commitments to rate cuts.\n\n- **Financial Stability Considerations**: The Fed emphasizes the importance of a stable financial system, which suggests vigilance against potential risks that could arise from rapid rate changes.\n\n- **Dollar Strength Implications**: The Fed's policies will likely influence the strength of the dollar, particularly if inflationary pressures lead to rate hikes, which could strengthen the dollar against other currencies.\n\n#### 3. Sector Impact Assessment\n- **Rate-Sensitive Sectors**: Sectors such as utilities and real estate investment trusts (REITs) may experience volatility due to the Fed's cautious stance on interest rates. If rates remain stable, these sectors could benefit from continued investment.\n\n- **Growth vs. Value Rotation**: The current neutral stance may lead to a mixed sentiment in the market, with investors potentially rotating between growth and value stocks based on individual sector performance and economic data releases.\n\n- **Defensive vs. Cyclical Sector Preferences**: Given the uncertainty in economic growth, there may be a preference for defensive sectors (e.g., consumer staples, healthcare) over cyclical sectors (e.g., industrials, consumer discretionary) until clearer signals emerge from the Fed regarding future policy direction.\n\n#### 4. Risk Sentiment Evaluation\nThe overall risk sentiment appears to be **balanced**. Investors are likely adopting a wait-and-see approach, reflecting uncertainty about future economic conditions and the Fed's policy responses. This cautious sentiment may lead to increased volatility in the markets as participants react to new economic data and Fed communications.\n\n### Conclusion\nIn summary, the Federal Reserve's current communications suggest a neutral policy stance with a focus on data dependency. The market environment reflects a balanced risk sentiment, with implications for various sectors depending on interest rate movements and economic conditions. Investors should remain vigilant for upcoming economic data that could influence the Fed's future decisions and market dynamics."}
2025-06-16 18:11:55 | INFO     | main.py:59   | run_fed_analysis_workflow() | Screening needed: True
2025-06-16 18:11:55 | INFO     | main.py:63   | run_fed_analysis_workflow() | STEP 2: Creating Screener Based on Fed Analysis
2025-06-16 18:11:55 | INFO     | main.py:64   | run_fed_analysis_workflow() | ------------------------------
2025-06-16 18:11:55 | INFO     | screener_analysis_agent.py:95   | create_screener_from_analysis() | Starting screener creation and execution
2025-06-16 18:11:55 | INFO     | screener_analysis_agent.py:105  | create_screener_from_analysis() | Using Fed analysis for screener creation
2025-06-16 18:11:55 | INFO     | database.py:160  | start_agent_execution() | Started agent execution with ID: 6a0c8ff4-4672-4932-94e0-8aa9808fa661
2025-06-16 18:11:55 | INFO     | screener_analysis_agent.py:117  | create_screener_from_analysis() | Started screener execution tracking with ID: 6a0c8ff4-4672-4932-94e0-8aa9808fa661
2025-06-16 18:11:55 | DEBUG    | tradingview_query.py:47   | set_execution_id() | Execution ID set to: 6a0c8ff4-4672-4932-94e0-8aa9808fa661
2025-06-16 18:11:55 | DEBUG    | screener_analysis_agent.py:198  | _create_fed_based_screener_prompt() | Creating Fed-based screener prompt
2025-06-16 18:11:55 | INFO     | screener_analysis_agent.py:134  | create_screener_from_analysis() | Executing screener analysis agent
2025-06-16 18:11:55 | INFO     | llm_callback.py:65   | on_llm_start() | LLM call started: gpt-4o-mini
2025-06-16 18:11:56 | INFO     | _client.py:1025 | _send_single_request() | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-16 18:11:59 | INFO     | database.py:60   | save_llm_usage() | Saved LLM usage with ID: 110ce6e3-bcff-454d-b3d4-a6a11852fba8
2025-06-16 18:11:59 | INFO     | llm_callback.py:96   | on_llm_end() | LLM call completed: gpt-4o-mini - 0 tokens, $0.0000
2025-06-16 18:11:59 | INFO     | tradingview_query.py:54   | _run() | Starting TradingView query execution
2025-06-16 18:11:59 | INFO     | tradingview_query.py:55   | _run() | Columns: ['name', 'close', 'change', 'volume', 'market_cap_basic', 'dividend_yield_recent', 'price_earnings_ttm', 'debt_to_equity']
2025-06-16 18:11:59 | INFO     | tradingview_query.py:56   | _run() | Filters: 6 filter(s)
2025-06-16 18:11:59 | INFO     | tradingview_query.py:57   | _run() | Sort: dividend_yield_recent (DESC)
2025-06-16 18:11:59 | INFO     | tradingview_query.py:58   | _run() | Limit: 50
2025-06-16 18:11:59 | DEBUG    | tradingview_query.py:69   | _run() | Saving screener input to database
2025-06-16 18:11:59 | INFO     | database.py:205  | save_screener_input() | Saved screener input with ID: a496580d-c20d-4c7a-a9a3-fe0c28e4f5e2
2025-06-16 18:11:59 | DEBUG    | tradingview_query.py:91   | _run() | Screener input saved with ID: a496580d-c20d-4c7a-a9a3-fe0c28e4f5e2
2025-06-16 18:11:59 | DEBUG    | tradingview_query.py:94   | _run() | Building TradingView query
2025-06-16 18:11:59 | DEBUG    | tradingview_query.py:100  | _run() | Applying mandatory filters
2025-06-16 18:11:59 | DEBUG    | tradingview_query.py:120  | _run() | Applied 1 mandatory filters
2025-06-16 18:11:59 | DEBUG    | tradingview_query.py:126  | _run() | Processing user filters
2025-06-16 18:11:59 | DEBUG    | tradingview_query.py:138  | _run() | Applied greater_than filter: dividend_yield_recent > 3.0
2025-06-16 18:11:59 | DEBUG    | tradingview_query.py:141  | _run() | Applied less_than filter: price_earnings_ttm < 15
2025-06-16 18:11:59 | DEBUG    | tradingview_query.py:141  | _run() | Applied less_than filter: debt_to_equity < 1.0
2025-06-16 18:11:59 | DEBUG    | tradingview_query.py:144  | _run() | Applied equals filter: sector == Utilities
2025-06-16 18:11:59 | DEBUG    | tradingview_query.py:144  | _run() | Applied equals filter: sector == Consumer Staples
2025-06-16 18:11:59 | DEBUG    | tradingview_query.py:144  | _run() | Applied equals filter: sector == Healthcare
2025-06-16 18:11:59 | INFO     | tradingview_query.py:158  | _run() | Applied 6 user filters successfully
2025-06-16 18:11:59 | INFO     | tradingview_query.py:166  | _run() | Executing TradingView screener query
2025-06-16 18:11:59 | INFO     | tradingview_query.py:170  | _run() | Query executed successfully in 268.5ms
2025-06-16 18:11:59 | INFO     | tradingview_query.py:171  | _run() | Total results available: 0
2025-06-16 18:11:59 | INFO     | tradingview_query.py:172  | _run() | Results returned: 0
2025-06-16 18:11:59 | DEBUG    | tradingview_query.py:180  | _run() | Saving screener results to database
2025-06-16 18:11:59 | INFO     | database.py:227  | save_screener_result() | Saved screener result with ID: 600735c6-09fc-4e72-820a-2a9968f967ab
2025-06-16 18:11:59 | DEBUG    | tradingview_query.py:189  | _run() | Screener result saved with ID: 600735c6-09fc-4e72-820a-2a9968f967ab
2025-06-16 18:11:59 | INFO     | tradingview_query.py:207  | _run() | TradingView query completed successfully
2025-06-16 18:11:59 | DEBUG    | tradingview_query.py:208  | _run() | Database IDs: input=a496580d-c20d-4c7a-a9a3-fe0c28e4f5e2, result=600735c6-09fc-4e72-820a-2a9968f967ab
2025-06-16 18:11:59 | INFO     | llm_callback.py:65   | on_llm_start() | LLM call started: gpt-4o-mini
2025-06-16 18:12:00 | INFO     | _client.py:1025 | _send_single_request() | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-16 18:12:03 | INFO     | database.py:60   | save_llm_usage() | Saved LLM usage with ID: fc54170b-1c7a-4dc3-a97e-b1893be90bcf
2025-06-16 18:12:03 | INFO     | llm_callback.py:96   | on_llm_end() | LLM call completed: gpt-4o-mini - 0 tokens, $0.0000
2025-06-16 18:12:03 | INFO     | tradingview_query.py:54   | _run() | Starting TradingView query execution
2025-06-16 18:12:03 | INFO     | tradingview_query.py:55   | _run() | Columns: ['name', 'close', 'change', 'volume', 'market_cap_basic', 'dividend_yield_recent', 'price_earnings_ttm', 'debt_to_equity']
2025-06-16 18:12:03 | INFO     | tradingview_query.py:56   | _run() | Filters: 5 filter(s)
2025-06-16 18:12:03 | INFO     | tradingview_query.py:57   | _run() | Sort: dividend_yield_recent (DESC)
2025-06-16 18:12:03 | INFO     | tradingview_query.py:58   | _run() | Limit: 50
2025-06-16 18:12:03 | DEBUG    | tradingview_query.py:69   | _run() | Saving screener input to database
2025-06-16 18:12:03 | INFO     | database.py:205  | save_screener_input() | Saved screener input with ID: 713a6bef-b194-4a7a-bb27-90cb009c1df5
2025-06-16 18:12:03 | DEBUG    | tradingview_query.py:91   | _run() | Screener input saved with ID: 713a6bef-b194-4a7a-bb27-90cb009c1df5
2025-06-16 18:12:03 | DEBUG    | tradingview_query.py:94   | _run() | Building TradingView query
2025-06-16 18:12:03 | DEBUG    | tradingview_query.py:100  | _run() | Applying mandatory filters
2025-06-16 18:12:03 | DEBUG    | tradingview_query.py:120  | _run() | Applied 1 mandatory filters
2025-06-16 18:12:03 | DEBUG    | tradingview_query.py:126  | _run() | Processing user filters
2025-06-16 18:12:03 | DEBUG    | tradingview_query.py:138  | _run() | Applied greater_than filter: dividend_yield_recent > 3.0
2025-06-16 18:12:03 | DEBUG    | tradingview_query.py:141  | _run() | Applied less_than filter: price_earnings_ttm < 20
2025-06-16 18:12:03 | DEBUG    | tradingview_query.py:141  | _run() | Applied less_than filter: debt_to_equity < 1.5
2025-06-16 18:12:03 | DEBUG    | tradingview_query.py:138  | _run() | Applied greater_than filter: market_cap_basic > 1000000000
2025-06-16 18:12:03 | DEBUG    | tradingview_query.py:138  | _run() | Applied greater_than filter: volume > 500000
2025-06-16 18:12:03 | INFO     | tradingview_query.py:158  | _run() | Applied 5 user filters successfully
2025-06-16 18:12:03 | INFO     | tradingview_query.py:166  | _run() | Executing TradingView screener query
2025-06-16 18:12:03 | INFO     | tradingview_query.py:170  | _run() | Query executed successfully in 190.6ms
2025-06-16 18:12:03 | INFO     | tradingview_query.py:171  | _run() | Total results available: 182
2025-06-16 18:12:03 | INFO     | tradingview_query.py:172  | _run() | Results returned: 50
2025-06-16 18:12:03 | DEBUG    | tradingview_query.py:180  | _run() | Saving screener results to database
2025-06-16 18:12:03 | INFO     | database.py:227  | save_screener_result() | Saved screener result with ID: 4a940cf1-8933-4f8b-b887-5d4d21aaa8fe
2025-06-16 18:12:03 | DEBUG    | tradingview_query.py:189  | _run() | Screener result saved with ID: 4a940cf1-8933-4f8b-b887-5d4d21aaa8fe
2025-06-16 18:12:03 | INFO     | tradingview_query.py:207  | _run() | TradingView query completed successfully
2025-06-16 18:12:03 | DEBUG    | tradingview_query.py:208  | _run() | Database IDs: input=713a6bef-b194-4a7a-bb27-90cb009c1df5, result=4a940cf1-8933-4f8b-b887-5d4d21aaa8fe
2025-06-16 18:12:03 | INFO     | llm_callback.py:65   | on_llm_start() | LLM call started: gpt-4o-mini
2025-06-16 18:12:03 | INFO     | _client.py:1025 | _send_single_request() | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-16 18:12:22 | INFO     | database.py:60   | save_llm_usage() | Saved LLM usage with ID: 7dd1f7c4-4870-4d83-a518-221b5d835759
2025-06-16 18:12:22 | INFO     | llm_callback.py:96   | on_llm_end() | LLM call completed: gpt-4o-mini - 0 tokens, $0.0000
2025-06-16 18:12:22 | INFO     | screener_analysis_agent.py:139  | create_screener_from_analysis() | Screener analysis agent execution completed successfully
2025-06-16 18:12:22 | DEBUG    | screener_analysis_agent.py:258  | _extract_screener_results() | Extracting screener results from agent output
2025-06-16 18:12:22 | DEBUG    | screener_analysis_agent.py:279  | _extract_screener_results() | Found TradingView tool execution in intermediate steps
2025-06-16 18:12:22 | DEBUG    | screener_analysis_agent.py:292  | _extract_screener_results() | Extracted screener results: 0 total stocks
2025-06-16 18:12:22 | DEBUG    | screener_analysis_agent.py:279  | _extract_screener_results() | Found TradingView tool execution in intermediate steps
2025-06-16 18:12:22 | DEBUG    | screener_analysis_agent.py:292  | _extract_screener_results() | Extracted screener results: 182 total stocks
2025-06-16 18:12:22 | DEBUG    | screener_analysis_agent.py:145  | create_screener_from_analysis() | Retrieving LLM usage statistics
2025-06-16 18:12:22 | DEBUG    | screener_analysis_agent.py:149  | create_screener_from_analysis() | Completing screener execution tracking
2025-06-16 18:12:22 | INFO     | database.py:173  | complete_agent_execution() | Completed agent execution 6a0c8ff4-4672-4932-94e0-8aa9808fa661
2025-06-16 18:12:22 | INFO     | screener_analysis_agent.py:156  | create_screener_from_analysis() | Screener creation completed successfully
2025-06-16 18:12:22 | INFO     | screener_analysis_agent.py:157  | create_screener_from_analysis() | LLM cost: $0.0000
2025-06-16 18:12:22 | INFO     | main.py:74   | run_fed_analysis_workflow() | ✅ Screener created successfully
2025-06-16 18:12:22 | INFO     | main.py:75   | run_fed_analysis_workflow() | Execution ID: 6a0c8ff4-4672-4932-94e0-8aa9808fa661
2025-06-16 18:12:22 | INFO     | main.py:79   | run_fed_analysis_workflow() | Total stocks found: 182
2025-06-16 18:12:22 | INFO     | main.py:80   | run_fed_analysis_workflow() | Stocks returned: 50
2025-06-16 18:12:22 | INFO     | main.py:83   | run_fed_analysis_workflow() | Sample stocks:
2025-06-16 18:12:22 | INFO     | main.py:88   | run_fed_analysis_workflow() |   1. ZIM: +2.9% change, 13,262,667 volume
2025-06-16 18:12:22 | INFO     | main.py:88   | run_fed_analysis_workflow() |   2. CSWC: +0.0% change, 519,758 volume
2025-06-16 18:12:22 | INFO     | main.py:88   | run_fed_analysis_workflow() |   3. BWLP: -0.8% change, 675,111 volume
2025-06-16 18:12:22 | INFO     | main.py:88   | run_fed_analysis_workflow() |   4. TRMD: -2.1% change, 1,150,462 volume
2025-06-16 18:12:22 | INFO     | main.py:88   | run_fed_analysis_workflow() |   5. MNR: +0.1% change, 1,360,449 volume
2025-06-16 18:12:22 | INFO     | main.py:102  | run_fed_analysis_workflow() | ============================================================
2025-06-16 18:12:22 | INFO     | main.py:103  | run_fed_analysis_workflow() | FED ANALYSIS WORKFLOW SUMMARY
2025-06-16 18:12:22 | INFO     | main.py:104  | run_fed_analysis_workflow() | Total LLM Cost: $0.0000
2025-06-16 18:12:22 | INFO     | main.py:105  | run_fed_analysis_workflow() | Workflow Success: True
2025-06-16 18:12:22 | INFO     | main.py:106  | run_fed_analysis_workflow() | ============================================================
2025-06-16 18:12:22 | INFO     | main.py:144  | main() | Fed Workflow: ✅ SUCCESS - Cost: $0.0000
2025-06-16 18:12:22 | INFO     | main.py:147  | main() | Recent execution history:
2025-06-16 18:12:22 | DEBUG    | fed_analysis_agent.py:314  | get_analysis_history() | Retrieving Fed analysis history (limit: 3)
2025-06-16 18:12:22 | DEBUG    | fed_analysis_agent.py:337  | get_analysis_history() | Retrieved 1 Fed analysis records
2025-06-16 18:12:22 | DEBUG    | screener_analysis_agent.py:305  | get_screener_history() | Retrieving screener execution history (limit: 3)
2025-06-16 18:12:22 | DEBUG    | screener_analysis_agent.py:329  | get_screener_history() | Retrieved 1 screener execution records
2025-06-16 18:12:22 | INFO     | main.py:151  | main() | Fed Analysis History:
2025-06-16 18:12:22 | INFO     | main.py:154  | main() |   ✅ 2025-06-17T01:11:47.878848: Analyze Fed data from https://www.federalreserve.gov/newsevents/pressreleases.htm for FOMC interest ...
2025-06-16 18:12:22 | INFO     | main.py:156  | main() | Screener Execution History:
2025-06-16 18:12:22 | INFO     | main.py:159  | main() |   ✅ fed_based_screener: Fed analysis: {'market_environment': 'risk_off', 'policy_stance': 'hawkish', 'risk_sentiment': 'high...
2025-06-16 18:12:22 | INFO     | main.py:189  | <module>() | SCREENER SYSTEM COMPLETED SUCCESSFULLY
2025-06-16 18:12:22 | INFO     | main.py:190  | <module>() | ============================================================
2025-06-16 18:20:32 | INFO     | logging_config.py:93   | initialize() | ============================================================
2025-06-16 18:20:32 | INFO     | logging_config.py:94   | initialize() | UNIFIED SCREENER SYSTEM STARTING
2025-06-16 18:20:32 | INFO     | logging_config.py:95   | initialize() | Log Level: INFO
2025-06-16 18:20:32 | INFO     | logging_config.py:96   | initialize() | Log File: logs\unified_20250616.log
2025-06-16 18:20:32 | INFO     | logging_config.py:97   | initialize() | Console Output: True
2025-06-16 18:20:32 | INFO     | logging_config.py:98   | initialize() | All modules will log to this unified logger
2025-06-16 18:20:32 | INFO     | logging_config.py:99   | initialize() | ============================================================
2025-06-16 18:20:40 | INFO     | logging_config.py:139  | log_system_info() | SYSTEM INFORMATION:
2025-06-16 18:20:40 | INFO     | logging_config.py:140  | log_system_info() |   Python Version: 3.13.4
2025-06-16 18:20:40 | INFO     | logging_config.py:141  | log_system_info() |   Platform: Windows-11-10.0.22631-SP0
2025-06-16 18:20:40 | INFO     | logging_config.py:142  | log_system_info() |   CPU Count: 8
2025-06-16 18:20:40 | INFO     | logging_config.py:143  | log_system_info() |   Memory: 15.8 GB
2025-06-16 18:20:40 | INFO     | logging_config.py:144  | log_system_info() |   Disk Space: 337.2 GB
2025-06-16 18:20:40 | INFO     | main.py:114  | main() | Initializing Two-Agent Screener System
2025-06-16 18:20:40 | INFO     | main.py:118  | main() | Setting up Fed Analysis Agent...
2025-06-16 18:20:40 | INFO     | fed_analysis_agent.py:29   | __init__() | Initializing FedAnalysisAgent
2025-06-16 18:20:40 | DEBUG    | fed_analysis_agent.py:30   | __init__() | Configuration: model=gpt-4o-mini, temperature=0
2025-06-16 18:20:40 | INFO     | fed_analysis_agent.py:33   | __init__() | Setting up database manager
2025-06-16 18:20:40 | INFO     | fed_analysis_agent.py:36   | __init__() | Setting up embedding manager with model: sentence-transformers/all-MiniLM-L6-v2
2025-06-16 18:20:40 | INFO     | SentenceTransformer.py:211  | __init__() | Use pytorch device_name: cpu
